"SeqNo";"Type";"DHID";"Parent";"Name";"Latitude";"Longitude";"MunicipalityCode";"Municipality";"DistrictCode";"District";"Condition";"State";"Description";"Authority"
"256924";"S";"de:01004:105089";"de:01004:105089";"Neumünster Freesenburg/Wasbeker Straße";"54,068948";"9,939479";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256925";"Q";"de:01004:105089::1";"de:01004:105089";"Neumünster Freesenburg/Wasbeker Straße";"54,068948";"9,939479";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256926";"S";"de:01004:105090";"de:01004:105090";"Neumünster Geerdtsstraße";"54,087843";"9,953129";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256927";"Q";"de:01004:105090::1";"de:01004:105090";"Neumünster Geerdtsstraße";"54,087917";"9,952647";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256928";"S";"de:01004:105091";"de:01004:105091";"Neumünster Holstenhallen/Rendsburger Straße";"54,094539";"9,972724";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256929";"Q";"de:01004:105091::1";"de:01004:105091";"Neumünster Holstenhallen/Rendsburger Straße";"54,094539";"9,972724";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256930";"Q";"de:01004:105091::2";"de:01004:105091";"Neumünster Holstenhallen/Rendsburger Straße";"54,094573";"9,972625";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256931";"S";"de:01004:105092";"de:01004:105092";"Neumünster Wiesenstraße";"54,051096";"9,973533";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256932";"Q";"de:01004:105092::1";"de:01004:105092";"Neumünster Wiesenstraße";"54,051032";"9,973646";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256933";"S";"de:01004:23309";"de:01004:23309";"Neumünster-Einfeld";"54,129373";"9,997923";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256934";"Q";"de:01004:23309::1";"de:01004:23309";"Einfeld";"54,129373";"9,997923";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256935";"S";"de:01004:581";"de:01004:581";"Neumünster Klosterstraße";"54,078425";"9,993975";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256936";"Q";"de:01004:581::1";"de:01004:581";"Neumünster Klosterstraße";"54,078831";"9,993979";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256937";"Q";"de:01004:581::2";"de:01004:581";"Neumünster Klosterstraße";"54,078072";"9,993998";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256938";"S";"de:01004:582";"de:01004:582";"Neumünster Donaubogen";"54,039554";"9,980939";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256939";"Q";"de:01004:582::1";"de:01004:582";"Neumünster Donaubogen";"54,039495";"9,980792";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256940";"S";"de:01004:583";"de:01004:583";"Neumünster Isarstraße";"54,036668";"9,986816";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256941";"Q";"de:01004:583::1";"de:01004:583";"Neumünster Isarstraße";"54,036603";"9,986801";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256942";"S";"de:01004:584";"de:01004:584";"Neumünster Isarstraße 44";"54,036563";"10,00821";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256943";"Q";"de:01004:584::1";"de:01004:584";"Neumünster Isarstraße 44";"54,036563";"10,00821";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256944";"S";"de:01004:585";"de:01004:585";"Neumünster Isarstraße 20";"54,038504";"10,00057";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256945";"Q";"de:01004:585::1";"de:01004:585";"Neumünster Isarstraße 20";"54,038551";"10,000554";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256946";"S";"de:01004:586";"de:01004:586";"Neumünster Edeka Meyer's";"54,080499";"9,993821";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256947";"Q";"de:01004:586::1";"de:01004:586";"Neumünster Edeka Meyer's";"54,080499";"9,993821";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256948";"S";"de:01004:587";"de:01004:587";"Neumünster Tulpenweg";"54,099443";"10,002062";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256949";"Q";"de:01004:587::1";"de:01004:587";"Neumünster Tulpenweg";"54,099443";"10,002062";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256950";"Q";"de:01004:587::2";"de:01004:587";"Neumünster Tulpenweg";"54,098941";"10,001912";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256951";"S";"de:01004:588";"de:01004:588";"Neumünster Mitteljörn";"54,095636";"10,001588";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256952";"Q";"de:01004:588::1";"de:01004:588";"Neumünster Mitteljörn";"54,095636";"10,001588";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256953";"Q";"de:01004:588::2";"de:01004:588";"Neumünster Mitteljörn";"54,095331";"10,001473";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256954";"S";"de:01004:61254";"de:01004:61254";"Messpunkt Neumünster-Nord";"54,123771";"9,954169";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256955";"Q";"de:01004:61254::1";"de:01004:61254";"Messpunkt Neumünster-Nord";"54,122454";"9,953217";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256956";"S";"de:01004:66023";"de:01004:66023";"Neumünster";"54,075752";"9,979816";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256957";"Q";"de:01004:66023::1";"de:01004:66023";"Neumünster";"54,075752";"9,979816";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256958";"S";"de:01004:66024";"de:01004:66024";"Neumünster Allerstraße";"54,044025";"9,999238";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256959";"Q";"de:01004:66024::1";"de:01004:66024";"Neumünster Allerstraße";"54,044025";"9,999238";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256960";"S";"de:01004:66025";"de:01004:66025";"Neumünster Alsenplatz";"54,091644";"10,006772";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256961";"Q";"de:01004:66025::1";"de:01004:66025";"Neumünster Alsenplatz";"54,09143";"10,006821";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256962";"Q";"de:01004:66025::2";"de:01004:66025";"Neumünster Alsenplatz";"54,091722";"10,006166";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256963";"S";"de:01004:66026";"de:01004:66026";"Neumünster Am Graben";"54,04796";"9,99608";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256964";"Q";"de:01004:66026::1";"de:01004:66026";"Neumünster Am Graben";"54,04796";"9,99608";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256965";"S";"de:01004:66027";"de:01004:66027";"Neumünster Am Neuen Kamp";"54,092655";"9,972323";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256966";"Q";"de:01004:66027::1";"de:01004:66027";"Neumünster Am Neuen Kamp";"54,092698";"9,973";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256967";"S";"de:01004:66028";"de:01004:66028";"Neumünster Am Ruthenberg";"54,071108";"10,013851";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256968";"Q";"de:01004:66028::1";"de:01004:66028";"Neumünster Am Ruthenberg";"54,069471";"10,014528";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256969";"Q";"de:01004:66028::2";"de:01004:66028";"Neumünster Am Ruthenberg";"54,069142";"10,015147";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256970";"S";"de:01004:66029";"de:01004:66029";"Neumünster Am Sünderbek";"54,049314";"10,040895";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256971";"Q";"de:01004:66029::1";"de:01004:66029";"Neumünster Am Sünderbek";"54,049314";"10,040895";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256972";"Q";"de:01004:66029::2";"de:01004:66029";"Neumünster Am Sünderbek";"54,04927";"10,040852";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256973";"S";"de:01004:66030";"de:01004:66030";"Neumünster Am Teich";"54,073566";"9,983761";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256974";"Q";"de:01004:66030::1";"de:01004:66030";"Neumünster Am Teich";"54,073413";"9,983288";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256975";"Q";"de:01004:66030::2";"de:01004:66030";"Neumünster Am Teich";"54,073669";"9,984079";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256976";"S";"de:01004:66031";"de:01004:66031";"Neumünster Amrumer Straße";"54,063022";"9,944319";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256977";"Q";"de:01004:66031::1";"de:01004:66031";"Neumünster Amrumer Straße";"54,062943";"9,944003";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256978";"Q";"de:01004:66031::2";"de:01004:66031";"Neumünster Amrumer Straße";"54,063031";"9,944516";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256979";"S";"de:01004:66032";"de:01004:66032";"Neumünster Anscharstraße";"54,07853";"9,983698";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256980";"Q";"de:01004:66032::1";"de:01004:66032";"Neumünster Anscharstraße";"54,078725";"9,983856";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256981";"Q";"de:01004:66032::2";"de:01004:66032";"Neumünster Anscharstraße";"54,078248";"9,983576";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256982";"S";"de:01004:66033";"de:01004:66033";"Neumünster Asperkamp";"54,04916";"10,01579";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256983";"Q";"de:01004:66033::1";"de:01004:66033";"Neumünster Asperkamp";"54,04919";"10,015913";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256984";"Q";"de:01004:66033::2";"de:01004:66033";"Neumünster Asperkamp";"54,049144";"10,015522";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256985";"S";"de:01004:66034";"de:01004:66034";"Neumünster August-Macke-Straße";"54,064796";"10,017699";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256986";"Q";"de:01004:66034::1";"de:01004:66034";"Neumünster August-Macke-Straße";"54,064796";"10,017699";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256987";"Q";"de:01004:66034::2";"de:01004:66034";"Neumünster August-Macke-Straße";"54,064909";"10,017879";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256988";"S";"de:01004:66035";"de:01004:66035";"Neumünster Bad am Stadtwald";"54,079935";"9,960123";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256989";"Q";"de:01004:66035::1";"de:01004:66035";"Neumünster Bad am Stadtwald";"54,079977";"9,960098";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256990";"S";"de:01004:66036";"de:01004:66036";"Neumünster Baeyerstraße";"54,10024";"9,978441";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256991";"Q";"de:01004:66036::1";"de:01004:66036";"Neumünster Baeyerstraße";"54,100302";"9,978439";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256992";"Q";"de:01004:66036::2";"de:01004:66036";"Neumünster Baeyerstraße";"54,100195";"9,97836";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256993";"S";"de:01004:66037";"de:01004:66037";"Neumünster Baumarkt";"54,045051";"10,007675";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256994";"Q";"de:01004:66037::1";"de:01004:66037";"Neumünster Baumarkt";"54,04484";"10,007744";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256995";"Q";"de:01004:66037::2";"de:01004:66037";"Neumünster Baumarkt";"54,044994";"10,007791";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256996";"S";"de:01004:66038";"de:01004:66038";"Neumünster Baumschulenweg";"54,070426";"9,957213";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"256997";"Q";"de:01004:66038::1";"de:01004:66038";"Neumünster Baumschulenweg";"54,070482";"9,956707";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256998";"Q";"de:01004:66038::2";"de:01004:66038";"Neumünster Baumschulenweg";"54,070403";"9,957587";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"256999";"S";"de:01004:66039";"de:01004:66039";"Neumünster Beethovenstraße";"54,077384";"9,968596";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257000";"Q";"de:01004:66039::1";"de:01004:66039";"Neumünster Beethovenstraße";"54,077194";"9,968389";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257001";"Q";"de:01004:66039::2";"de:01004:66039";"Neumünster Beethovenstraße";"54,077804";"9,969122";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257002";"S";"de:01004:66040";"de:01004:66040";"Neumünster Berliner Straße";"54,120253";"9,986573";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257003";"Q";"de:01004:66040::1";"de:01004:66040";"Neumünster Berliner Straße";"54,120392";"9,986454";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257004";"Q";"de:01004:66040::2";"de:01004:66040";"Neumünster Berliner Straße";"54,120171";"9,986665";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257005";"S";"de:01004:66041";"de:01004:66041";"Neumünster Berufsschule";"54,073103";"9,966689";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257006";"Q";"de:01004:66041::1";"de:01004:66041";"Neumünster Berufsschule";"54,073306";"9,966831";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257007";"Q";"de:01004:66041::2";"de:01004:66041";"Neumünster Berufsschule";"54,072913";"9,966501";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257008";"S";"de:01004:66042";"de:01004:66042";"Neumünster Birkenweg";"54,093587";"9,96992";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257009";"Q";"de:01004:66042::1";"de:01004:66042";"Neumünster Birkenweg";"54,093252";"9,970308";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257010";"Q";"de:01004:66042::2";"de:01004:66042";"Neumünster Birkenweg";"54,093949";"9,969467";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257011";"S";"de:01004:66043";"de:01004:66043";"Neumünster Bismarckstraße";"54,081478";"9,992208";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257012";"Q";"de:01004:66043::1";"de:01004:66043";"Neumünster Bismarckstraße";"54,081476";"9,992274";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257013";"Q";"de:01004:66043::2";"de:01004:66043";"Neumünster Bismarckstraße";"54,081554";"9,99222";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257014";"S";"de:01004:66044";"de:01004:66044";"Neumünster Bogenstraße";"54,062429";"9,958229";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257015";"Q";"de:01004:66044::1";"de:01004:66044";"Neumünster Bogenstraße";"54,062535";"9,958719";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257016";"Q";"de:01004:66044::2";"de:01004:66044";"Neumünster Bogenstraße";"54,062295";"9,957661";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257017";"S";"de:01004:66045";"de:01004:66045";"Neumünster Brachenfelder Straße";"54,074344";"9,996483";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257018";"Q";"de:01004:66045::1";"de:01004:66045";"Neumünster Brachenfelder Straße";"54,074344";"9,996483";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257019";"Q";"de:01004:66045::2";"de:01004:66045";"Neumünster Brachenfelder Straße";"54,074351";"9,99657";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257020";"S";"de:01004:66046";"de:01004:66046";"Neumünster Breslauer Straße";"54,079334";"9,957066";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257021";"Q";"de:01004:66046::1";"de:01004:66046";"Neumünster Breslauer Straße";"54,079315";"9,957026";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257022";"S";"de:01004:66047";"de:01004:66047";"Neumünster Buddestraße";"54,087203";"9,986136";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257023";"Q";"de:01004:66047::1";"de:01004:66047";"Neumünster Buddestraße";"54,086913";"9,985984";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257024";"Q";"de:01004:66047::2";"de:01004:66047";"Neumünster Buddestraße";"54,087312";"9,986292";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257025";"S";"de:01004:66048";"de:01004:66048";"Neumünster Bugenhagenkirche";"54,077463";"9,962181";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257026";"Q";"de:01004:66048::1";"de:01004:66048";"Neumünster Bugenhagenkirche";"54,077463";"9,962181";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257027";"Q";"de:01004:66049::1";"de:01004:66048";"Neumünster Bugenhagenkirche";"54,07733";"9,962645";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257028";"S";"de:01004:66049";"de:01004:66049";"Neumünster Bugenhagenkirche";"54,078116";"9,961417";"01004000";"Neumünster";"-";"-";"Served";"Unknown";"";"VBN"
"257029";"S";"de:01004:66050";"de:01004:66050";"Neumünster Busbetriebshof";"54,083519";"9,978779";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257030";"Q";"de:01004:66050::1";"de:01004:66050";"Neumünster Busbetriebshof";"54,083636";"9,978674";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257031";"Q";"de:01004:66050::2";"de:01004:66050";"Neumünster Busbetriebshof";"54,083302";"9,978895";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257032";"S";"de:01004:66051";"de:01004:66051";"Neumünster Bönebütteler Weg";"54,072716";"10,029809";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257033";"Q";"de:01004:66051::1";"de:01004:66051";"Neumünster Bönebütteler Weg";"54,072716";"10,029809";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257034";"S";"de:01004:66052";"de:01004:66052";"Neumünster Carl-Barlach-Straße";"54,096972";"9,970704";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257035";"Q";"de:01004:66052::1";"de:01004:66052";"Neumünster Carl-Barlach-Straße";"54,096698";"9,970846";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257036";"Q";"de:01004:66052::2";"de:01004:66052";"Neumünster Carl-Barlach-Straße";"54,097617";"9,970308";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257037";"S";"de:01004:66053";"de:01004:66053";"Neumünster Carlstraße";"54,080694";"9,975613";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257038";"Q";"de:01004:66053::1";"de:01004:66053";"Neumünster Carlstraße";"54,080717";"9,975423";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257039";"Q";"de:01004:66053::2";"de:01004:66053";"Neumünster Carlstraße";"54,080657";"9,975708";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257040";"S";"de:01004:66054";"de:01004:66054";"Neumünster Caspar-von-Saldern-Haus";"54,068006";"9,991505";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257041";"Q";"de:01004:66054::1";"de:01004:66054";"Neumünster Caspar-von-Saldern-Haus";"54,068006";"9,991505";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257042";"Q";"de:01004:66054::2";"de:01004:66054";"Neumünster Caspar-von-Saldern-Haus";"54,068054";"9,991488";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257043";"S";"de:01004:66055";"de:01004:66055";"Neumünster Christiansweg";"54,107303";"9,986296";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257044";"Q";"de:01004:66055::1";"de:01004:66055";"Neumünster Christiansweg";"54,10727";"9,986414";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257045";"Q";"de:01004:66055::2";"de:01004:66055";"Neumünster Christiansweg";"54,107372";"9,986216";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257046";"S";"de:01004:66056";"de:01004:66056";"Neumünster Dahlienweg";"54,096757";"9,995731";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257047";"Q";"de:01004:66056::1";"de:01004:66056";"Neumünster Dahlienweg";"54,096637";"9,99577";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257048";"Q";"de:01004:66056::2";"de:01004:66056";"Neumünster Dahlienweg";"54,096855";"9,99566";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257049";"S";"de:01004:66057";"de:01004:66057";"Neumünster Designer Outlet Center";"54,044022";"9,979848";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257050";"Q";"de:01004:66057::1";"de:01004:66057";"Neumünster Designer Outlet Center";"54,043957";"9,980037";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257051";"S";"de:01004:66058";"de:01004:66058";"Neumünster Diekkamp";"54,051058";"10,035595";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257052";"Q";"de:01004:66058::1";"de:01004:66058";"Neumünster Diekkamp";"54,051058";"10,035595";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257053";"Q";"de:01004:66058::2";"de:01004:66058";"Neumünster Diekkamp";"54,050997";"10,035508";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257054";"S";"de:01004:66059";"de:01004:66059";"Neumünster Dithmarscher Straße";"54,062911";"9,99172";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257055";"Q";"de:01004:66059::1";"de:01004:66059";"Neumünster Dithmarscher Straße";"54,063282";"9,991381";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257056";"Q";"de:01004:66059::2";"de:01004:66059";"Neumünster Dithmarscher Straße";"54,062638";"9,992023";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257057";"S";"de:01004:66060";"de:01004:66060";"Neumünster Dorfstraße";"54,126463";"9,995191";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257058";"Q";"de:01004:66060::1";"de:01004:66060";"Neumünster Dorfstraße";"54,126329";"9,995241";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257059";"Q";"de:01004:66060::2";"de:01004:66060";"Neumünster Dorfstraße";"54,126638";"9,99489";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257060";"S";"de:01004:66061";"de:01004:66061";"Neumünster Ecke Hahnknüll";"54,093627";"9,947378";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257061";"Q";"de:01004:66061::1";"de:01004:66061";"Neumünster Ecke Hahnknüll";"54,093563";"9,947608";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257062";"Q";"de:01004:66061::2";"de:01004:66061";"Neumünster Ecke Hahnknüll";"54,093638";"9,947502";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257063";"S";"de:01004:66062";"de:01004:66062";"Neumünster Eduard-Müller-Straße";"54,058514";"10,014613";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257064";"Q";"de:01004:66062::1";"de:01004:66062";"Neumünster Eduard-Müller-Straße";"54,058463";"10,014862";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257065";"Q";"de:01004:66062::2";"de:01004:66062";"Neumünster Eduard-Müller-Straße";"54,05864";"10,014447";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257066";"S";"de:01004:66063";"de:01004:66063";"Neumünster Einfelder Straße";"54,127981";"9,993242";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257067";"Q";"de:01004:66063::1";"de:01004:66063";"Neumünster Einfelder Straße";"54,127851";"9,99285";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257068";"Q";"de:01004:66063::2";"de:01004:66063";"Neumünster Einfelder Straße";"54,128094";"9,993562";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257069";"S";"de:01004:66064";"de:01004:66064";"Neumünster Elbestraße";"54,052152";"9,987919";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257070";"Q";"de:01004:66064::1";"de:01004:66064";"Neumünster Elbestraße";"54,05217";"9,988367";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257071";"Q";"de:01004:66064::2";"de:01004:66064";"Neumünster Elbestraße";"54,051557";"9,987497";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257072";"Q";"de:01004:66064::3";"de:01004:66064";"Neumünster Elbestraße";"54,05161";"9,987636";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257073";"S";"de:01004:66065";"de:01004:66065";"Neumünster Elsterweg";"54,049131";"10,01072";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257074";"Q";"de:01004:66065::1";"de:01004:66065";"Neumünster Elsterweg";"54,049131";"10,01072";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257075";"Q";"de:01004:66065::2";"de:01004:66065";"Neumünster Elsterweg";"54,049061";"10,010516";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257076";"S";"de:01004:66066";"de:01004:66066";"Neumünster Enenvelde";"54,116388";"9,991508";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257077";"Q";"de:01004:66066::1";"de:01004:66066";"Neumünster Enenvelde";"54,116518";"9,991555";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257078";"Q";"de:01004:66066::2";"de:01004:66066";"Neumünster Enenvelde";"54,116467";"9,991386";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257079";"S";"de:01004:66067";"de:01004:66067";"Neumünster Erikaweg";"54,095289";"10,005858";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257080";"Q";"de:01004:66067::1";"de:01004:66067";"Neumünster Erikaweg";"54,09542";"10,005864";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257081";"Q";"de:01004:66067::2";"de:01004:66067";"Neumünster Erikaweg";"54,095117";"10,005839";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257082";"S";"de:01004:66068";"de:01004:66068";"Neumünster Ernst-Reuter-Platz";"54,123917";"9,986217";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257083";"Q";"de:01004:66068::1";"de:01004:66068";"Neumünster Ernst-Reuter-Platz";"54,12394";"9,98628";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257084";"Q";"de:01004:66068::2";"de:01004:66068";"Neumünster Ernst-Reuter-Platz";"54,123857";"9,986162";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
