"SeqNo";"Type";"DHID";"Parent";"Name";"Latitude";"Longitude";"MunicipalityCode";"Municipality";"DistrictCode";"District";"Condition";"State";"Description";"Authority"
"257246";"S";"de:01004:66129";"de:01004:66129";"Neumünster Kleinflecken";"54,072126";"9,980801";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257247";"Q";"de:01004:66129::1";"de:01004:66129";"Neumünster Kleinflecken";"54,07175";"9,980572";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257248";"Q";"de:01004:66129::2";"de:01004:66129";"Neumünster Kleinflecken";"54,07214";"9,979877";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257249";"S";"de:01004:66130";"de:01004:66130";"Neumünster Klinik Hahnknüll";"54,097555";"9,94768";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257250";"Q";"de:01004:66130::1";"de:01004:66130";"Neumünster Klinik Hahnknüll";"54,097555";"9,947729";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257251";"S";"de:01004:66131";"de:01004:66131";"Neumünster Krankenhaus";"54,065277";"9,990283";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257252";"Q";"de:01004:66131::1";"de:01004:66131";"Neumünster Krankenhaus";"54,065522";"9,990248";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257253";"Q";"de:01004:66131::2";"de:01004:66131";"Neumünster Krankenhaus";"54,06489";"9,990383";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257254";"S";"de:01004:66132";"de:01004:66132";"Neumünster Kreuzkamp";"54,117602";"9,981946";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257255";"Q";"de:01004:66132::1";"de:01004:66132";"Neumünster Kreuzkamp";"54,117848";"9,98182";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257256";"Q";"de:01004:66132::2";"de:01004:66132";"Neumünster Kreuzkamp";"54,117403";"9,982033";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257257";"S";"de:01004:66133";"de:01004:66133";"Neumünster Krimm/Neuenbrook";"54,11738";"9,95279";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257258";"Q";"de:01004:66133::1";"de:01004:66133";"Neumünster Krimm/Neuenbrook";"54,11738";"9,95279";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257259";"S";"de:01004:66134";"de:01004:66134";"Neumünster Krokamp";"54,050346";"9,974655";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257260";"Q";"de:01004:66134::1";"de:01004:66134";"Neumünster Krokamp";"54,050385";"9,974746";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257261";"S";"de:01004:66135";"de:01004:66135";"Neumünster Krokusweg";"54,098874";"10,006742";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257262";"Q";"de:01004:66135::1";"de:01004:66135";"Neumünster Krokusweg";"54,098809";"10,006687";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257263";"Q";"de:01004:66135::2";"de:01004:66135";"Neumünster Krokusweg";"54,098911";"10,006821";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257264";"S";"de:01004:66136";"de:01004:66136";"Neumünster Krummacker";"54,124213";"9,98433";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257265";"Q";"de:01004:66136::1";"de:01004:66136";"Neumünster Krummacker";"54,124269";"9,984283";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257266";"Q";"de:01004:66136::2";"de:01004:66136";"Neumünster Krummacker";"54,124176";"9,984354";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257267";"S";"de:01004:66137";"de:01004:66137";"Neumünster Käthe-Kollwitz-Straße";"54,068197";"10,018134";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257268";"Q";"de:01004:66137::1";"de:01004:66137";"Neumünster Käthe-Kollwitz-Straße";"54,067254";"10,018299";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257269";"Q";"de:01004:66137::2";"de:01004:66137";"Neumünster Käthe-Kollwitz-Straße";"54,067212";"10,018457";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257270";"S";"de:01004:66138";"de:01004:66138";"Neumünster Lahnstraße";"54,048104";"10,001367";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257271";"Q";"de:01004:66138::1";"de:01004:66138";"Neumünster Lahnstraße";"54,048104";"10,001367";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257272";"S";"de:01004:66139";"de:01004:66139";"Neumünster Langjähren";"54,089558";"10,003464";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257273";"Q";"de:01004:66139::1";"de:01004:66139";"Neumünster Langjähren";"54,089615";"10,003644";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257274";"Q";"de:01004:66139::2";"de:01004:66139";"Neumünster Langjähren";"54,089438";"10,003156";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257275";"S";"de:01004:66140";"de:01004:66140";"Neumünster Legienstraße";"54,075499";"9,961257";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257276";"Q";"de:01004:66140::1";"de:01004:66140";"Neumünster Legienstraße";"54,075499";"9,961257";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257277";"S";"de:01004:66141";"de:01004:66141";"Neumünster Liegnitzer Straße";"54,067763";"9,957882";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257278";"Q";"de:01004:66141::1";"de:01004:66141";"Neumünster Liegnitzer Straße";"54,067413";"9,957357";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257279";"Q";"de:01004:66141::2";"de:01004:66141";"Neumünster Liegnitzer Straße";"54,068112";"9,957694";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257280";"Q";"de:01004:66141::3";"de:01004:66141";"Neumünster Liegnitzer Straße";"54,068046";"9,958221";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257281";"S";"de:01004:66142";"de:01004:66142";"Neumünster Luisenstraße";"54,078856";"9,979278";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257282";"Q";"de:01004:66142::1";"de:01004:66142";"Neumünster Luisenstraße";"54,078837";"9,979397";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257283";"Q";"de:01004:66142::2";"de:01004:66142";"Neumünster Luisenstraße";"54,078883";"9,97916";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257284";"S";"de:01004:66143";"de:01004:66143";"Neumünster Mainstraße";"54,04765";"9,989019";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257285";"Q";"de:01004:66143::1";"de:01004:66143";"Neumünster Mainstraße";"54,04765";"9,989019";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257286";"S";"de:01004:66144";"de:01004:66144";"Neumünster Marderweg";"54,046558";"9,965253";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257287";"Q";"de:01004:66144::1";"de:01004:66144";"Neumünster Marderweg";"54,046558";"9,965253";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257288";"S";"de:01004:66145";"de:01004:66145";"Neumünster Meisenweg";"54,070297";"9,96441";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257289";"Q";"de:01004:66145::1";"de:01004:66145";"Neumünster Meisenweg";"54,070432";"9,964758";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257290";"Q";"de:01004:66145::2";"de:01004:66145";"Neumünster Meisenweg";"54,070165";"9,964007";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257291";"S";"de:01004:66146";"de:01004:66146";"Neumünster Meldorfer Straße";"54,057954";"9,943282";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257292";"Q";"de:01004:66146::1";"de:01004:66146";"Neumünster Meldorfer Straße";"54,058136";"9,943868";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257293";"Q";"de:01004:66146::2";"de:01004:66146";"Neumünster Meldorfer Straße";"54,0578";"9,942945";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257294";"S";"de:01004:66147";"de:01004:66147";"Neumünster Mühle";"54,055816";"10,018213";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257295";"Q";"de:01004:66147::1";"de:01004:66147";"Neumünster Mühle";"54,055974";"10,018309";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257296";"Q";"de:01004:66147::2";"de:01004:66147";"Neumünster Mühle";"54,055756";"10,01811";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257297";"S";"de:01004:66148";"de:01004:66148";"Neumünster Mühlenstraße";"54,053556";"9,976562";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257298";"Q";"de:01004:66148::1";"de:01004:66148";"Neumünster Mühlenstraße";"54,053397";"9,976308";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257299";"Q";"de:01004:66148::2";"de:01004:66148";"Neumünster Mühlenstraße";"54,053498";"9,976591";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257300";"S";"de:01004:66149";"de:01004:66149";"Neumünster Neue Straße";"54,12884";"9,996176";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257301";"Q";"de:01004:66149::1";"de:01004:66149";"Neumünster Neue Straße";"54,128928";"9,996232";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257302";"Q";"de:01004:66149::2";"de:01004:66149";"Neumünster Neue Straße";"54,128719";"9,995971";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257303";"S";"de:01004:66150";"de:01004:66150";"Neumünster Nobelstraße";"54,102693";"9,982941";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257304";"Q";"de:01004:66150::1";"de:01004:66150";"Neumünster Nobelstraße";"54,102679";"9,983043";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257305";"Q";"de:01004:66150::2";"de:01004:66150";"Neumünster Nobelstraße";"54,102757";"9,98283";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257306";"S";"de:01004:66151";"de:01004:66151";"Neumünster Noldestraße";"54,062028";"10,007063";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257307";"Q";"de:01004:66151::1";"de:01004:66151";"Neumünster Noldestraße";"54,061806";"10,007802";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257308";"Q";"de:01004:66151::2";"de:01004:66151";"Neumünster Noldestraße";"54,062474";"10,007528";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257309";"Q";"de:01004:66151::3";"de:01004:66151";"Neumünster Noldestraße";"54,062213";"10,006552";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257310";"S";"de:01004:66152";"de:01004:66152";"Neumünster Nordfriedhof";"54,07502";"9,999494";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257311";"Q";"de:01004:66152::1";"de:01004:66152";"Neumünster Nordfriedhof";"54,07502";"9,999494";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257312";"Q";"de:01004:66152::2";"de:01004:66152";"Neumünster Nordfriedhof";"54,07502";"9,999625";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257313";"S";"de:01004:66153";"de:01004:66153";"Neumünster Oberjörn";"54,091574";"10,000581";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257314";"Q";"de:01004:66153::1";"de:01004:66153";"Neumünster Oberjörn";"54,09162";"9,999981";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257315";"Q";"de:01004:66153::2";"de:01004:66153";"Neumünster Oberjörn";"54,091573";"10,001137";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257316";"Q";"de:01004:66153::3";"de:01004:66153";"Neumünster Oberjörn";"54,092304";"10,001202";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257317";"S";"de:01004:66154";"de:01004:66154";"Neumünster Ochsenweg";"54,048074";"9,970067";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257318";"Q";"de:01004:66154::1";"de:01004:66154";"Neumünster Ochsenweg";"54,047362";"9,969604";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257319";"S";"de:01004:66155";"de:01004:66155";"Neumünster Oderstraße 44";"54,04334";"9,985329";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257320";"Q";"de:01004:66155::1";"de:01004:66155";"Neumünster Oderstraße 44";"54,04334";"9,985329";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257321";"S";"de:01004:66156";"de:01004:66156";"Neumünster Oderstraße 50";"54,043587";"9,988068";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257322";"Q";"de:01004:66156::1";"de:01004:66156";"Neumünster Oderstraße 50";"54,043587";"9,988068";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257323";"S";"de:01004:66157";"de:01004:66157";"Neumünster Ohmstraße";"54,095476";"9,958309";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257324";"Q";"de:01004:66157::1";"de:01004:66157";"Neumünster Ohmstraße";"54,095499";"9,958231";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257325";"S";"de:01004:66158";"de:01004:66158";"Neumünster Op De Wisch";"54,054471";"10,02972";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257326";"Q";"de:01004:66158::1";"de:01004:66158";"Neumünster Op De Wisch";"54,054439";"10,029681";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257327";"S";"de:01004:66159";"de:01004:66159";"Neumünster Pappelweg";"54,106016";"10,003338";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257328";"Q";"de:01004:66159::1";"de:01004:66159";"Neumünster Pappelweg";"54,105913";"10,003273";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257329";"Q";"de:01004:66159::2";"de:01004:66159";"Neumünster Pappelweg";"54,106114";"10,003369";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257330";"Q";"de:01004:66159::3";"de:01004:66159";"Neumünster Pappelweg";"54,106888";"10,002807";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257331";"S";"de:01004:66160";"de:01004:66160";"Neumünster Parchimer Straße";"54,11451";"9,982904";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257332";"Q";"de:01004:66160::1";"de:01004:66160";"Neumünster Parchimer Straße";"54,114465";"9,983091";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257333";"Q";"de:01004:66160::2";"de:01004:66160";"Neumünster Parchimer Straße";"54,114396";"9,982885";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257334";"S";"de:01004:66161";"de:01004:66161";"Neumünster Parkcenter";"54,075214";"9,985664";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257335";"Q";"de:01004:66161::1";"de:01004:66161";"Neumünster Parkcenter";"54,07514";"9,985581";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257336";"Q";"de:01004:66161::2";"de:01004:66161";"Neumünster Parkcenter";"54,075219";"9,985782";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257337";"S";"de:01004:66162";"de:01004:66162";"Neumünster Paul-Ehrlich-Straße";"54,088093";"9,965439";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257338";"Q";"de:01004:66162::1";"de:01004:66162";"Neumünster Paul-Ehrlich-Straße";"54,08813";"9,965462";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257339";"Q";"de:01004:66162::2";"de:01004:66162";"Neumünster Paul-Ehrlich-Straße";"54,088058";"9,965416";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257340";"S";"de:01004:66163";"de:01004:66163";"Neumünster Pechsteinstraße";"54,063983";"10,008561";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257341";"Q";"de:01004:66163::1";"de:01004:66163";"Neumünster Pechsteinstraße";"54,064307";"10,01075";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257342";"S";"de:01004:66164";"de:01004:66164";"Neumünster Pestalozzischule";"54,099557";"9,997378";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257343";"Q";"de:01004:66164::1";"de:01004:66164";"Neumünster Pestalozzischule";"54,099574";"9,997075";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257344";"Q";"de:01004:66164::2";"de:01004:66164";"Neumünster Pestalozzischule";"54,099444";"9,996727";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257345";"S";"de:01004:66165";"de:01004:66165";"Neumünster Pestalozziweg";"54,077082";"10,006465";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257346";"Q";"de:01004:66165::1";"de:01004:66165";"Neumünster Pestalozziweg";"54,077082";"10,006465";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257347";"S";"de:01004:66166";"de:01004:66166";"Neumünster Plöner Straße";"54,072391";"10,013104";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257348";"Q";"de:01004:66166::1";"de:01004:66166";"Neumünster Plöner Straße";"54,072391";"10,013104";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257349";"Q";"de:01004:66166::2";"de:01004:66166";"Neumünster Plöner Straße";"54,072343";"10,013264";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257350";"S";"de:01004:66167";"de:01004:66167";"Neumünster Postamt";"54,076495";"9,978613";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257351";"Q";"de:01004:66167::1";"de:01004:66167";"Neumünster Postamt";"54,076495";"9,978613";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257352";"S";"de:01004:66168";"de:01004:66168";"Neumünster Preetzer Landstraße";"54,106414";"9,998277";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257353";"Q";"de:01004:66168::1";"de:01004:66168";"Neumünster Preetzer Landstraße";"54,106419";"9,99803";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257354";"Q";"de:01004:66168::2";"de:01004:66168";"Neumünster Preetzer Landstraße";"54,106428";"9,998843";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257355";"S";"de:01004:66169";"de:01004:66169";"Neumünster Prehnsfelder Weg";"54,093028";"9,958873";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257356";"Q";"de:01004:66169::1";"de:01004:66169";"Neumünster Prehnsfelder Weg";"54,092999";"9,958971";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257357";"Q";"de:01004:66169::2";"de:01004:66169";"Neumünster Prehnsfelder Weg";"54,093065";"9,958754";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257358";"S";"de:01004:66170";"de:01004:66170";"Neumünster Rathaus";"54,070656";"9,987599";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257359";"Q";"de:01004:66170::1";"de:01004:66170";"Neumünster Rathaus";"54,070737";"9,987512";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257360";"Q";"de:01004:66170::2";"de:01004:66170";"Neumünster Rathaus";"54,070224";"9,987757";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257361";"S";"de:01004:66171";"de:01004:66171";"Neumünster Reiterhof";"54,105264";"9,96736";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257362";"Q";"de:01004:66171::1";"de:01004:66171";"Neumünster Reiterhof";"54,105264";"9,96736";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257363";"Q";"de:01004:66171::2";"de:01004:66171";"Neumünster Reiterhof";"54,105264";"9,96736";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257364";"S";"de:01004:66172";"de:01004:66172";"Neumünster Rendsburger Straße";"54,086468";"9,977652";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257365";"Q";"de:01004:66172::1";"de:01004:66172";"Neumünster Rendsburger Straße";"54,086648";"9,977415";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257366";"Q";"de:01004:66172::2";"de:01004:66172";"Neumünster Rendsburger Straße";"54,086199";"9,977913";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257367";"S";"de:01004:66173";"de:01004:66173";"Neumünster Rendsburger Straße 313";"54,101415";"9,967949";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257368";"Q";"de:01004:66173::1";"de:01004:66173";"Neumünster Rendsburger Straße 313";"54,101415";"9,967949";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257369";"S";"de:01004:66174";"de:01004:66174";"Neumünster Rendsburger Straße 349";"54,104141";"9,967477";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257370";"Q";"de:01004:66174::1";"de:01004:66174";"Neumünster Rendsburger Straße 349";"54,104141";"9,967477";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257371";"S";"de:01004:66175";"de:01004:66175";"Neumünster Reventlowstraße";"54,062194";"9,983818";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257372";"Q";"de:01004:66175::1";"de:01004:66175";"Neumünster Reventlowstraße";"54,062639";"9,984307";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257373";"Q";"de:01004:66175::2";"de:01004:66175";"Neumünster Reventlowstraße";"54,061667";"9,983306";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257374";"S";"de:01004:66176";"de:01004:66176";"Neumünster Rheiner Straße";"54,096995";"9,967785";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257375";"Q";"de:01004:66176::1";"de:01004:66176";"Neumünster Rheiner Straße";"54,096851";"9,967165";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257376";"Q";"de:01004:66176::2";"de:01004:66176";"Neumünster Rheiner Straße";"54,096939";"9,967616";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257377";"S";"de:01004:66177";"de:01004:66177";"Neumünster Ringstraße";"54,070241";"9,997286";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257378";"Q";"de:01004:66177::1";"de:01004:66177";"Neumünster Ringstraße";"54,070307";"9,997249";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257379";"Q";"de:01004:66177::2";"de:01004:66177";"Neumünster Ringstraße";"54,070223";"9,997444";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257380";"S";"de:01004:66178";"de:01004:66178";"Neumünster Robert-Koch-Straße";"54,088357";"9,976437";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257381";"Q";"de:01004:66178::1";"de:01004:66178";"Neumünster Robert-Koch-Straße";"54,088221";"9,976336";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257382";"Q";"de:01004:66178::2";"de:01004:66178";"Neumünster Robert-Koch-Straße";"54,088499";"9,976419";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257383";"S";"de:01004:66179";"de:01004:66179";"Neumünster Rotdornallee";"54,102722";"10,003554";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257384";"Q";"de:01004:66179::1";"de:01004:66179";"Neumünster Rotdornallee";"54,102376";"10,003535";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257385";"Q";"de:01004:66179::2";"de:01004:66179";"Neumünster Rotdornallee";"54,102867";"10,003638";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257386";"S";"de:01004:66180";"de:01004:66180";"Neumünster Rudolf-Weißmann-Straße";"54,070402";"9,991852";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257387";"Q";"de:01004:66180::1";"de:01004:66180";"Neumünster Rudolf-Weißmann-Straße";"54,070402";"9,991852";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257388";"Q";"de:01004:66180::2";"de:01004:66180";"Neumünster Rudolf-Weißmann-Straße";"54,070452";"9,991763";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257389";"S";"de:01004:66181";"de:01004:66181";"Neumünster Ruhrstraße";"54,052393";"9,983123";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257390";"Q";"de:01004:66181::1";"de:01004:66181";"Neumünster Ruhrstraße";"54,052365";"9,983255";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257391";"S";"de:01004:66182";"de:01004:66182";"Neumünster Rungestraße";"54,100943";"9,968162";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257392";"Q";"de:01004:66182::1";"de:01004:66182";"Neumünster Rungestraße";"54,100943";"9,968162";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257393";"Q";"de:01004:66182::2";"de:01004:66182";"Neumünster Rungestraße";"54,100943";"9,968162";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257394";"S";"de:01004:66183";"de:01004:66183";"Neumünster Rutenkamp";"54,070594";"9,967293";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257395";"Q";"de:01004:66183::1";"de:01004:66183";"Neumünster Rutenkamp";"54,070691";"9,967481";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257396";"Q";"de:01004:66183::2";"de:01004:66183";"Neumünster Rutenkamp";"54,070547";"9,967466";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257397";"S";"de:01004:66184";"de:01004:66184";"Neumünster Röntgenstraße";"54,096113";"9,961311";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257398";"Q";"de:01004:66184::1";"de:01004:66184";"Neumünster Röntgenstraße";"54,096274";"9,960774";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257399";"Q";"de:01004:66184::2";"de:01004:66184";"Neumünster Röntgenstraße";"54,095947";"9,96158";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257400";"S";"de:01004:66185";"de:01004:66185";"Neumünster Rügenstraße";"54,06134";"9,974485";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257401";"Q";"de:01004:66185::1";"de:01004:66185";"Neumünster Rügenstraße";"54,061026";"9,973773";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257402";"Q";"de:01004:66185::2";"de:01004:66185";"Neumünster Rügenstraße";"54,061517";"9,974976";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257403";"S";"de:01004:66186";"de:01004:66186";"Neumünster Rüschdal";"54,102561";"9,995818";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257404";"Q";"de:01004:66186::1";"de:01004:66186";"Neumünster Rüschdal";"54,102292";"9,995826";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257405";"Q";"de:01004:66186::2";"de:01004:66186";"Neumünster Rüschdal";"54,102672";"9,995786";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257406";"S";"de:01004:66187";"de:01004:66187";"Neumünster Saalestraße";"54,044599";"9,984123";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
