timestamp;area;sensor;value
01.02.2023 10:46:39;Marktplatz - Autos;count;59.0
01.02.2023 10:47:41;Marktplatz - Autos;count;64.0
01.02.2023 10:48:44;Marktplatz - Autos;count;72.0
01.02.2023 10:49:46;Marktplatz - Autos;count;75.0
01.02.2023 10:50:48;Marktplatz - Autos;count;75.0
01.02.2023 10:51:51;Marktplatz - Autos;count;74.0
01.02.2023 10:52:53;Marktplatz - Autos;count;78.0
01.02.2023 10:53:56;Marktplatz - Autos;count;80.0
01.02.2023 10:54:59;Marktplatz - Autos;count;79.0
01.02.2023 10:56:21;Marktplatz - Autos;count;83.0
01.02.2023 10:57:20;Marktplatz - Autos;count;85.0
01.02.2023 10:58:06;Marktplatz - Autos;count;83.0
01.02.2023 10:59:08;Marktplatz - Autos;count;83.0
